id_transacao,data,hora,destinatario,valor,categoria,forma_pagamento
7206,2025-08-28,14:29:48,Faculdade Paffaro,3535.65,educação,boleto
7207,2025-08-05,06:53:49,Pet Shop Gonçalves,308.84,despesas pessoais,cartão crédito
7208,2024-11-08,05:00:20,Hospital Akimi,251.71,saúde,pix
7209,2025-09-12,14:39:15,Papelaria Gonçalves,139.38,educação,pix
7210,2025-01-13,19:01:53,Companhia Telefônica Iamato,200.53,comunicação,pix
7211,2025-09-10,11:50:51,Perfumaria Paffaro,152.25,despesas pessoais,pix
7212,2025-06-14,16:55:01,Recarga de Celular Iamato,60.2,comunicação,pix
7213,2024-12-14,12:56:06,Consultório Médico Paffaro,321.78,saúde,cartão crédito
7214,2024-12-09,20:42:25,Cinema Paffaro,56.7,lazer,cartão crédito
7215,2025-10-13,09:43:30,Salão de Beleza Akimi,160.06,despesas pessoais,cartão débito
7216,2025-09-18,23:17:33,Consultório Médico Paffaro,243.01,saúde,cartão crédito
7217,2025-02-09,07:43:48,Estacionamento Akimi,33.28,transporte,cartão crédito
7218,2025-01-04,08:29:14,Cafeteria Paffaro,24.46,alimentação,cartão débito
7219,2025-08-29,05:43:59,Lanchonete Gonçalves,43.39,alimentação,boleto
7220,2025-09-10,07:39:27,Lanchonete Gonçalves,57.33,alimentação,pix
7221,2025-07-01,10:33:20,Sorveteria Gonçalves,41.93,alimentação,cartão crédito
7222,2025-08-16,16:26:38,Curso de Idiomas Iamato,255.09,educação,cartão crédito
7223,2025-01-25,01:04:35,Eletricista Iamato,232.54,casa,pix
7224,2025-01-29,20:52:16,Livraria Paffaro,395.67,educação,cartão débito
7225,2025-06-23,17:10:13,Livraria Gonçalves,108.23,educação,cartão débito
7226,2025-04-10,02:30:50,Aluguel Iamato,1589.16,casa,pix
7227,2025-06-30,12:15:46,Provedor de Internet Akimi,222.47,comunicação,pix
7228,2024-11-06,00:53:31,Material de Construção Gonçalves,1871.89,casa,cartão crédito
7229,2025-08-13,09:12:23,Salão de Beleza Akimi,38.32,despesas pessoais,boleto
7230,2025-06-20,09:08:02,Estacionamento Gonçalves,64.0,transporte,cartão débito
7231,2025-01-22,00:36:33,Padaria Paffaro,14.62,alimentação,pix
7232,2025-08-09,16:37:37,Restaurante Gonçalves,195.44,alimentação,cartão crédito
7233,2025-04-06,11:37:23,Companhia Telefônica Gonçalves,203.65,comunicação,boleto
7234,2025-05-15,22:15:01,Serviços Postais Iamato,24.71,comunicação,pix
7235,2025-02-26,04:10:36,Hospital Paffaro,1569.16,saúde,cartão débito
7236,2024-10-27,19:06:11,Parque Iamato,72.91,lazer,boleto
7237,2024-12-07,18:14:26,Estacionamento Iamato,90.94,transporte,cartão crédito
7238,2025-06-04,11:40:57,Faculdade Paffaro,2060.27,educação,cartão débito
7239,2024-10-17,14:51:47,Loja de Departamentos Gonçalves,142.73,outros,pix
7240,2024-10-24,10:58:08,Loja de Decoração Iamato,407.58,casa,boleto
7241,2025-08-29,22:10:02,Recarga de Celular Gonçalves,57.47,comunicação,cartão débito
7242,2025-01-27,21:02:59,Consultório Médico Iamato,577.21,saúde,boleto
7243,2025-04-10,10:28:27,Loja de Móveis Gonçalves,700.39,casa,cartão débito
7244,2025-10-04,22:13:03,Consultório Médico Gonçalves,530.44,saúde,boleto
7245,2025-02-15,03:35:48,Academia Iamato,134.94,despesas pessoais,pix
7246,2025-09-29,10:46:50,Curso de Idiomas Akimi,520.96,educação,cartão crédito
7247,2025-09-11,12:57:51,Restaurante Iamato,284.73,alimentação,cartão crédito
7248,2025-05-20,03:39:33,Salão de Beleza Paffaro,165.6,despesas pessoais,boleto
7249,2025-05-22,20:57:03,Laboratório Iamato,551.94,saúde,pix
7250,2025-02-11,01:58:09,Estacionamento Iamato,19.44,transporte,pix
7251,2024-11-23,20:16:12,Aluguel Paffaro,2893.45,casa,cartão crédito
7252,2024-10-30,23:38:12,Plano de Saúde Akimi,1512.35,saúde,cartão débito
7253,2024-12-04,00:52:36,Escola Iamato,2309.96,educação,boleto
7254,2025-07-26,12:19:19,Livraria Iamato,398.52,educação,cartão crédito
7255,2025-09-27,06:23:20,Companhia Telefônica Akimi,172.69,comunicação,boleto
7256,2024-11-02,11:36:35,Loja de Departamentos Paffaro,184.32,outros,cartão débito
7257,2025-06-06,08:27:46,Show Iamato,334.6,lazer,cartão débito
7258,2025-07-31,15:12:04,Supermercado Gonçalves,198.75,alimentação,cartão crédito
7259,2025-02-13,09:03:24,Livraria Iamato,21.67,despesas pessoais,pix
7260,2025-04-09,09:32:19,Loja de Roupas Akimi,344.97,despesas pessoais,pix
7261,2025-03-31,03:14:46,Loja de Calçados Akimi,599.02,despesas pessoais,cartão débito
7262,2025-05-25,20:29:41,Curso de Idiomas Gonçalves,250.52,educação,cartão crédito
7263,2024-12-11,04:50:12,Doação Akimi,167.11,outros,cartão débito
7264,2025-03-29,02:20:33,Streaming Paffaro,24.99,lazer,cartão crédito
7265,2025-03-01,09:48:52,Conta de Luz Akimi,398.21,casa,pix
7266,2024-12-01,02:39:06,Material de Construção Akimi,1073.56,casa,pix
7267,2025-02-15,19:47:04,Agência de Viagens Paffaro,2910.63,lazer,pix
7268,2025-10-06,18:51:48,Impostos Iamato,1086.67,outros,cartão crédito
7269,2025-09-27,21:38:26,Material de Construção Iamato,2494.74,casa,cartão débito
7270,2025-04-17,11:03:28,Farmácia Akimi,86.5,saúde,cartão débito
7271,2025-05-12,15:12:07,Conta de Luz Paffaro,233.81,casa,boleto
7272,2024-12-08,00:12:35,Restaurante Paffaro,268.58,alimentação,boleto
7273,2025-03-09,12:46:40,Estacionamento Gonçalves,149.53,transporte,cartão crédito
7274,2024-12-01,14:15:33,Farmácia Iamato,120.81,saúde,boleto
7275,2025-10-02,08:12:31,Serviços Gerais Akimi,248.47,outros,cartão débito
7276,2025-04-24,17:25:51,Farmácia Paffaro,218.65,saúde,boleto
7277,2024-10-24,12:41:53,Doação Gonçalves,72.4,outros,cartão débito
7278,2025-07-07,10:49:08,Pet Shop Paffaro,397.35,despesas pessoais,pix
7279,2025-02-11,15:04:52,Teatro Iamato,223.95,lazer,boleto
7280,2025-01-09,13:13:32,Clínica Odontológica Iamato,362.41,saúde,cartão crédito
7281,2025-06-26,07:55:49,Provedor de Internet Gonçalves,89.36,comunicação,boleto
7282,2025-03-03,07:32:41,Cafeteria Paffaro,39.8,alimentação,cartão crédito
7283,2025-03-28,04:43:03,Agência de Viagens Iamato,1255.44,lazer,cartão débito
7284,2025-09-30,06:45:13,Perfumaria Iamato,88.63,despesas pessoais,cartão crédito
7285,2025-09-17,01:38:20,Show Paffaro,612.24,lazer,boleto
7286,2025-04-24,10:50:46,Companhia Telefônica Gonçalves,78.25,comunicação,cartão crédito
7287,2024-12-01,23:43:15,Streaming Akimi,23.67,lazer,boleto
7288,2025-07-10,01:01:56,Faculdade Paffaro,2504.12,educação,cartão crédito
7289,2025-07-26,18:23:55,Bar Akimi,161.45,lazer,pix
7290,2025-07-26,05:02:42,Salão de Beleza Akimi,205.41,despesas pessoais,cartão crédito
7291,2025-02-11,21:04:24,Faculdade Akimi,3272.12,educação,boleto
7292,2025-07-15,19:23:52,Loja de Decoração Paffaro,177.67,casa,cartão crédito
7293,2025-01-11,02:34:28,Empresa de Ônibus Iamato,15.31,transporte,cartão crédito
7294,2025-09-25,20:46:35,Mercado Akimi,217.25,alimentação,cartão débito
7295,2025-01-07,15:46:15,Pedágio Akimi,14.11,transporte,boleto
7296,2025-04-11,08:40:59,Salão de Beleza Paffaro,208.28,despesas pessoais,boleto
7297,2024-12-13,07:56:43,Loja de Móveis Paffaro,1263.18,casa,boleto
7298,2025-03-06,07:45:43,Serviços Postais Akimi,34.15,comunicação,cartão crédito
7299,2025-01-16,08:39:36,Faculdade Paffaro,2941.02,educação,boleto
7300,2025-01-09,12:50:55,Serviços Postais Gonçalves,34.03,comunicação,pix
7301,2025-08-02,22:14:53,Consultório Médico Akimi,388.54,saúde,cartão débito
7302,2025-10-08,19:06:04,Impostos Akimi,1305.22,outros,boleto
7303,2024-12-21,09:33:19,Impostos Gonçalves,830.56,outros,cartão crédito
7304,2025-04-07,11:00:37,Recarga de Celular Paffaro,76.82,comunicação,cartão crédito
7305,2025-09-23,00:39:36,Doação Gonçalves,242.72,outros,cartão crédito
7306,2025-10-13,09:04:16,Bar Akimi,77.45,lazer,boleto
7307,2025-02-01,05:28:03,Curso de Idiomas Akimi,413.33,educação,pix
7308,2024-11-18,12:56:09,Consultoria Iamato,2660.23,outros,pix
7309,2025-03-21,17:38:44,Sorveteria Iamato,34.55,alimentação,cartão débito
7310,2024-12-18,07:50:40,Hortifruti Paffaro,129.6,alimentação,boleto
7311,2025-02-02,22:24:52,Faculdade Paffaro,2692.9,educação,cartão crédito
7312,2025-04-11,10:45:55,Loja de Móveis Paffaro,4070.86,casa,boleto
7313,2024-12-19,10:17:57,Doceria Paffaro,67.18,alimentação,cartão crédito
7314,2024-12-19,00:53:21,Metrô Gonçalves,29.09,transporte,boleto
7315,2025-01-21,19:59:55,Companhia Telefônica Gonçalves,129.07,comunicação,pix
7316,2025-06-24,06:24:09,Laboratório Paffaro,771.46,saúde,pix
7317,2025-06-04,19:52:56,Doação Iamato,247.35,outros,pix
7318,2024-11-02,10:42:11,Recarga de Celular Iamato,30.43,comunicação,boleto
7319,2025-09-21,18:05:36,Supermercado Akimi,214.74,alimentação,pix
7320,2025-04-08,20:45:22,Cinema Gonçalves,49.25,lazer,boleto
7321,2025-08-30,07:32:05,Loja de Peças Gonçalves,365.74,transporte,cartão crédito
7322,2025-01-21,08:31:23,Posto de Gasolina Iamato,187.02,transporte,pix
7323,2025-02-03,16:57:33,Restaurante Paffaro,152.63,alimentação,pix
7324,2025-07-02,02:23:13,Serviços Gerais Iamato,541.15,outros,cartão débito
7325,2025-06-18,17:21:06,Papelaria Paffaro,20.79,educação,boleto
7326,2025-02-04,17:41:03,Papelaria Akimi,87.32,educação,boleto
7327,2025-07-23,07:46:04,Livraria Paffaro,203.6,despesas pessoais,boleto
7328,2025-06-28,08:07:48,Loja de Roupas Akimi,571.37,despesas pessoais,boleto
7329,2024-11-20,10:40:56,Consultório Médico Gonçalves,449.61,saúde,pix
7330,2025-07-08,19:57:26,Loja de Jogos Paffaro,349.0,lazer,pix
7331,2025-07-09,02:49:26,Eletricista Akimi,145.8,casa,cartão débito
7332,2025-10-08,19:40:27,Empresa de Ônibus Gonçalves,72.49,transporte,boleto
7333,2025-02-01,21:46:20,Impostos Gonçalves,325.65,outros,pix
7334,2024-10-31,08:09:20,Livraria Gonçalves,224.74,educação,pix
7335,2025-05-27,18:06:27,Curso de Idiomas Gonçalves,399.86,educação,boleto
7336,2025-03-11,09:16:06,Parque Gonçalves,86.79,lazer,cartão débito
7337,2025-02-19,10:00:07,Faculdade Paffaro,1650.6,educação,pix
7338,2025-01-29,20:49:27,Livraria Iamato,175.57,despesas pessoais,boleto
7339,2024-12-04,01:35:03,Teatro Paffaro,113.87,lazer,cartão crédito
7340,2025-02-07,06:30:37,Recarga de Celular Gonçalves,45.49,comunicação,cartão crédito
7341,2025-09-25,04:45:18,Provedor de Internet Iamato,200.31,comunicação,pix
7342,2025-07-12,22:06:09,Loja de Peças Gonçalves,95.65,transporte,cartão débito
7343,2025-09-07,06:31:18,Agência de Viagens Gonçalves,2621.49,lazer,boleto
7344,2025-06-05,19:01:17,Supermercado Akimi,1117.17,alimentação,cartão débito
7345,2025-02-02,13:45:07,Consultório Médico Akimi,372.24,saúde,pix
7346,2025-01-17,19:02:24,Eletricista Akimi,748.31,casa,boleto
7347,2025-10-04,17:46:31,Sorveteria Paffaro,22.94,alimentação,pix
7348,2025-05-21,14:45:30,Farmácia Akimi,76.38,saúde,boleto
7349,2024-12-20,02:23:25,Bar Akimi,232.22,lazer,pix
7350,2025-02-07,02:50:51,Plano de Saúde Iamato,1124.66,saúde,boleto
7351,2025-02-26,08:57:50,Salão de Beleza Iamato,139.85,despesas pessoais,cartão crédito
7352,2024-12-07,01:56:19,Hortifruti Iamato,94.65,alimentação,cartão débito
7353,2025-01-18,06:54:43,Pet Shop Paffaro,188.59,despesas pessoais,pix
7354,2024-12-10,18:36:55,Pedágio Iamato,46.77,transporte,pix
7355,2024-11-29,16:39:27,Companhia Telefônica Akimi,180.99,comunicação,cartão crédito
7356,2025-09-16,13:31:58,Supermercado Akimi,1033.59,alimentação,pix
7357,2025-02-05,02:31:53,Supermercado Iamato,247.14,alimentação,pix
7358,2025-05-21,03:48:39,Teatro Akimi,182.31,lazer,pix
7359,2025-05-26,10:06:13,Impostos Gonçalves,512.78,outros,cartão débito
7360,2025-04-16,09:48:34,Eletricista Paffaro,234.32,casa,cartão débito
7361,2024-12-23,18:58:46,Doação Gonçalves,146.69,outros,pix
7362,2025-03-18,02:20:18,Oficina Mecânica Iamato,1949.88,transporte,boleto
7363,2024-12-16,10:26:26,Livraria Iamato,180.09,educação,cartão crédito
7364,2025-06-24,02:13:59,Companhia Telefônica Gonçalves,95.28,comunicação,boleto
7365,2025-04-07,00:57:06,Perfumaria Paffaro,341.71,despesas pessoais,pix
7366,2025-04-17,11:51:05,Restaurante Akimi,91.2,alimentação,cartão débito
7367,2025-05-11,08:53:01,Açougue Paffaro,182.59,alimentação,cartão crédito
7368,2025-07-24,14:00:53,Plano de Saúde Gonçalves,1488.79,saúde,cartão débito
7369,2024-12-02,11:05:30,Hospital Paffaro,4634.06,saúde,boleto
7370,2025-09-13,20:16:45,Material de Construção Gonçalves,2489.98,casa,cartão crédito
7371,2025-07-08,04:09:11,Plano de Saúde Akimi,1797.57,saúde,boleto
7372,2025-02-24,14:42:07,Recarga de Celular Gonçalves,68.44,comunicação,cartão débito
7373,2025-01-20,11:31:09,Papelaria Gonçalves,40.27,educação,boleto
7374,2025-06-24,06:06:50,Consultoria Paffaro,2219.07,outros,boleto
7375,2024-10-30,08:42:32,Farmácia Iamato,139.95,saúde,pix
7376,2024-12-18,08:27:01,Barbearia Gonçalves,57.37,despesas pessoais,boleto
7377,2025-04-07,13:07:44,Laboratório Gonçalves,519.35,saúde,pix
7378,2025-04-17,17:05:56,Loja de Calçados Paffaro,226.69,despesas pessoais,boleto
7379,2025-01-30,17:59:09,Perfumaria Iamato,178.39,despesas pessoais,cartão crédito
7380,2025-02-11,14:29:58,Impostos Gonçalves,415.85,outros,cartão débito
7381,2025-07-14,19:47:05,Clínica Odontológica Iamato,259.9,saúde,cartão débito
7382,2025-08-05,07:24:53,Farmácia Paffaro,48.41,saúde,cartão débito
7383,2025-04-15,03:53:25,Doação Paffaro,269.36,outros,cartão crédito
7384,2025-08-27,19:45:05,Recarga de Celular Iamato,30.8,comunicação,cartão débito
7385,2025-06-12,01:05:53,Livraria Akimi,225.89,despesas pessoais,boleto
7386,2025-10-09,05:36:03,Posto de Gasolina Iamato,236.37,transporte,pix
7387,2024-12-09,11:57:14,Provedor de Internet Iamato,257.78,comunicação,pix
7388,2024-12-04,10:30:12,Consultoria Paffaro,1123.51,outros,cartão crédito
7389,2025-05-25,14:26:07,Consultório Médico Iamato,163.97,saúde,pix
7390,2025-04-05,07:11:41,Consultório Médico Paffaro,551.19,saúde,cartão crédito
7391,2025-05-23,00:10:30,Provedor de Internet Akimi,279.19,comunicação,cartão crédito
7392,2024-12-10,07:09:50,Provedor de Internet Paffaro,185.76,comunicação,cartão crédito
7393,2024-12-03,12:58:05,Aluguel Paffaro,3130.83,casa,cartão crédito
7394,2024-11-16,06:58:04,Serviços Postais Iamato,48.26,comunicação,boleto
7395,2025-03-27,13:15:35,Loja de Roupas Iamato,194.23,despesas pessoais,boleto
7396,2025-01-31,15:26:56,Parque Gonçalves,98.93,lazer,boleto
7397,2024-11-01,05:24:59,Show Iamato,184.98,lazer,cartão crédito
7398,2025-04-20,02:30:35,Teatro Paffaro,133.93,lazer,pix
7399,2025-05-25,15:57:09,Restaurante Iamato,213.78,alimentação,cartão crédito
7400,2025-01-23,01:30:28,Streaming Gonçalves,53.75,lazer,cartão crédito
7401,2025-04-10,19:00:47,Loja de Jogos Akimi,312.82,lazer,boleto
7402,2024-10-24,08:39:51,Academia Gonçalves,102.74,despesas pessoais,cartão crédito
7403,2025-02-05,03:57:32,Sorveteria Gonçalves,6.56,alimentação,cartão crédito
7404,2024-12-23,20:29:22,Livraria Akimi,49.82,despesas pessoais,cartão crédito
7405,2024-10-17,12:03:46,Clínica Odontológica Paffaro,525.27,saúde,pix
7406,2024-12-07,08:15:19,Restaurante Iamato,92.93,alimentação,boleto
7407,2024-10-31,01:38:57,Companhia Telefônica Akimi,184.26,comunicação,boleto
7408,2025-07-20,23:06:12,Aluguel Gonçalves,3329.59,casa,boleto
7409,2025-06-04,20:04:42,Loja de Calçados Iamato,506.13,despesas pessoais,boleto
7410,2025-06-16,17:15:24,Barbearia Akimi,57.96,despesas pessoais,pix
7411,2025-06-02,09:02:04,Companhia Telefônica Akimi,96.41,comunicação,cartão crédito
7412,2025-08-15,05:36:12,Pet Shop Gonçalves,206.15,despesas pessoais,boleto
7413,2025-03-12,20:55:00,Clínica Odontológica Gonçalves,1292.14,saúde,pix
7414,2025-06-22,15:05:35,Curso de Idiomas Akimi,366.9,educação,cartão débito
7415,2024-10-17,08:58:03,Plano de Saúde Iamato,1478.85,saúde,cartão débito
7416,2025-01-23,15:43:01,Impostos Gonçalves,949.23,outros,boleto
7417,2024-10-22,16:15:32,Escola Iamato,1098.49,educação,cartão débito
7418,2025-10-12,22:51:31,Academia Gonçalves,243.62,despesas pessoais,cartão crédito
7419,2025-09-02,21:19:38,Agência de Viagens Gonçalves,709.78,lazer,cartão crédito
7420,2025-02-15,14:00:10,Companhia Telefônica Akimi,75.6,comunicação,cartão débito
7421,2025-02-22,22:44:42,Loja de Departamentos Akimi,467.7,outros,cartão débito
7422,2024-11-10,13:04:23,Salão de Beleza Akimi,154.88,despesas pessoais,cartão crédito
7423,2025-06-09,19:57:52,Supermercado Gonçalves,268.77,alimentação,cartão crédito
7424,2025-07-03,16:52:27,Metrô Paffaro,10.2,transporte,pix
7425,2025-06-09,18:02:06,Barbearia Paffaro,46.43,despesas pessoais,cartão débito
7426,2025-03-07,09:02:10,Recarga de Celular Paffaro,20.82,comunicação,pix
7427,2024-11-11,23:05:52,Laboratório Paffaro,569.84,saúde,boleto
7428,2024-12-23,20:29:17,Metrô Iamato,34.81,transporte,cartão crédito
7429,2025-09-11,02:38:09,Barbearia Paffaro,70.47,despesas pessoais,pix
7430,2024-10-30,17:11:54,Perfumaria Iamato,394.49,despesas pessoais,cartão débito
7431,2025-05-02,05:04:38,Metrô Iamato,20.12,transporte,boleto
7432,2025-04-26,03:12:13,Doação Paffaro,87.96,outros,cartão crédito
7433,2024-12-11,08:04:57,Oficina Mecânica Gonçalves,1479.52,transporte,boleto
7434,2025-09-09,02:49:10,Posto de Gasolina Akimi,246.0,transporte,cartão crédito
7435,2024-12-12,03:09:29,Posto de Gasolina Iamato,145.91,transporte,cartão débito
7436,2024-12-06,10:27:44,Conta de Luz Iamato,105.4,casa,cartão crédito
7437,2025-07-16,13:22:09,Loja de Roupas Paffaro,551.33,despesas pessoais,boleto
7438,2025-08-04,22:14:59,Clínica Odontológica Paffaro,1298.75,saúde,cartão crédito
7439,2025-02-20,21:00:53,Conta de Luz Gonçalves,82.95,casa,cartão crédito
7440,2025-05-11,14:34:50,Padaria Akimi,9.64,alimentação,pix
7441,2025-07-20,19:55:50,Agência de Viagens Akimi,4115.97,lazer,pix
7442,2024-10-24,15:57:19,Aluguel Gonçalves,3040.94,casa,pix
7443,2024-12-31,20:27:13,Perfumaria Paffaro,190.89,despesas pessoais,boleto
7444,2025-09-09,23:30:10,Recarga de Celular Akimi,92.79,comunicação,boleto
7445,2025-08-10,17:24:40,Provedor de Internet Paffaro,159.77,comunicação,pix
7446,2025-07-07,16:22:33,Farmácia Akimi,262.47,saúde,cartão débito
7447,2025-10-04,00:33:01,Cinema Iamato,36.7,lazer,cartão débito
7448,2025-09-21,14:38:35,Serviços Postais Paffaro,39.33,comunicação,cartão débito
7449,2025-03-05,18:10:27,Curso Online Paffaro,449.51,educação,pix
7450,2025-05-28,12:38:20,Provedor de Internet Akimi,162.07,comunicação,cartão débito
7451,2025-08-01,18:24:49,Doceria Iamato,11.84,alimentação,cartão débito
7452,2025-03-06,12:36:42,Metrô Akimi,40.66,transporte,cartão crédito
7453,2025-04-26,06:45:43,Impostos Paffaro,1077.04,outros,cartão débito
7454,2025-09-16,14:56:56,Loja de Departamentos Iamato,340.06,outros,cartão débito
7455,2025-06-09,20:05:33,Restaurante Paffaro,240.2,alimentação,cartão crédito
7456,2025-07-18,23:34:43,Show Paffaro,498.49,lazer,boleto
7457,2025-05-28,06:31:52,Restaurante Gonçalves,55.43,alimentação,cartão débito
7458,2025-03-20,05:27:13,Farmácia Gonçalves,149.48,saúde,cartão crédito
7459,2024-11-16,19:28:18,Loja de Calçados Akimi,494.25,despesas pessoais,cartão débito
7460,2025-04-28,07:47:08,Empresa de Ônibus Gonçalves,74.26,transporte,cartão débito
7461,2025-05-17,22:47:17,Oficina Mecânica Iamato,2956.47,transporte,pix
7462,2024-10-19,03:50:30,Escola Iamato,1776.08,educação,cartão débito
7463,2025-05-23,10:33:30,Serviços Gerais Iamato,98.53,outros,cartão crédito
7464,2025-05-20,22:03:27,Lanchonete Paffaro,10.84,alimentação,cartão débito
7465,2025-02-09,06:04:21,Streaming Paffaro,53.09,lazer,cartão crédito
7466,2025-06-03,02:27:01,Papelaria Gonçalves,83.57,educação,pix
7467,2025-06-05,05:09:00,Consultório Médico Gonçalves,170.79,saúde,cartão débito
7468,2025-08-29,22:35:57,Aluguel Gonçalves,3074.71,casa,cartão débito
7469,2025-01-17,01:27:03,Curso de Idiomas Paffaro,639.29,educação,boleto
7470,2025-07-13,17:44:31,Laboratório Akimi,369.62,saúde,cartão crédito
7471,2025-08-18,05:10:10,Teatro Iamato,261.61,lazer,boleto
7472,2025-08-21,23:31:17,Doação Paffaro,477.13,outros,boleto
7473,2024-11-17,16:28:40,Parque Paffaro,28.8,lazer,cartão crédito
7474,2025-09-19,22:15:50,Loja de Móveis Akimi,3087.63,casa,cartão crédito
7475,2025-04-08,07:49:23,Mercado Paffaro,319.34,alimentação,cartão débito
7476,2025-04-02,09:04:50,Companhia Telefônica Akimi,138.72,comunicação,cartão crédito
7477,2025-04-14,01:57:14,Pedágio Akimi,72.48,transporte,boleto
7478,2025-07-31,18:15:07,Papelaria Iamato,67.95,educação,pix
7479,2025-05-24,22:03:57,Teatro Akimi,77.15,lazer,cartão crédito
7480,2025-01-13,02:56:57,Clínica Odontológica Gonçalves,971.85,saúde,pix
7481,2025-04-28,02:45:13,Companhia Telefônica Gonçalves,56.66,comunicação,boleto
7482,2025-08-27,02:28:50,Clínica Odontológica Akimi,913.81,saúde,cartão crédito
7483,2025-09-20,22:44:49,Loja de Peças Iamato,306.49,transporte,cartão débito
7484,2025-09-03,19:14:43,Livraria Iamato,106.91,despesas pessoais,cartão débito
7485,2025-08-07,04:59:52,Loja de Jogos Paffaro,207.11,lazer,pix
7486,2025-06-27,17:57:58,Loja de Calçados Akimi,280.38,despesas pessoais,cartão crédito
7487,2024-12-01,00:31:38,Plano de Saúde Iamato,573.57,saúde,cartão crédito
7488,2025-07-20,00:09:22,Posto de Gasolina Gonçalves,57.44,transporte,cartão crédito
7489,2025-02-22,15:47:46,Metrô Iamato,30.75,transporte,pix
7490,2025-07-27,08:22:38,Loja de Roupas Gonçalves,317.26,despesas pessoais,cartão crédito
7491,2025-07-08,16:18:06,Conta de Luz Iamato,194.49,casa,cartão débito
7492,2025-08-29,11:34:37,Cinema Paffaro,62.65,lazer,cartão crédito
7493,2025-03-31,07:35:08,Eletricista Akimi,455.75,casa,cartão débito
7494,2025-09-07,07:02:53,Faculdade Akimi,4525.53,educação,cartão crédito
7495,2025-05-29,19:59:36,Recarga de Celular Iamato,87.33,comunicação,pix
7496,2025-10-09,00:36:24,Farmácia Gonçalves,41.86,saúde,pix
7497,2025-01-18,10:50:04,Posto de Gasolina Gonçalves,94.86,transporte,boleto
7498,2025-02-28,22:56:30,Conta de Água Paffaro,213.02,casa,cartão débito
7499,2025-09-16,19:42:38,Conta de Luz Iamato,281.47,casa,cartão crédito
7500,2025-05-20,19:30:19,Hospital Paffaro,285.58,saúde,cartão débito
7501,2025-02-22,09:27:30,Faculdade Paffaro,4233.86,educação,pix
7502,2025-04-12,12:33:53,Teatro Akimi,299.61,lazer,cartão crédito
7503,2025-07-14,20:55:40,Supermercado Gonçalves,1113.33,alimentação,cartão débito
7504,2025-09-07,21:42:17,Restaurante Paffaro,36.14,alimentação,cartão débito
7505,2025-05-16,18:52:21,Show Akimi,714.75,lazer,cartão crédito
7506,2025-03-24,13:20:48,Laboratório Akimi,247.58,saúde,pix
7507,2025-09-14,15:46:39,Serviços Gerais Iamato,119.15,outros,pix
7508,2025-02-03,07:48:29,Consultório Médico Akimi,420.52,saúde,cartão débito
7509,2024-11-18,16:29:22,Mercado Paffaro,147.29,alimentação,cartão crédito
7510,2025-06-22,01:30:27,Serviços Postais Akimi,34.57,comunicação,pix
7511,2024-12-11,15:36:39,Serviços Postais Iamato,14.52,comunicação,cartão débito
7512,2025-03-23,09:03:21,Livraria Gonçalves,176.48,despesas pessoais,boleto
7513,2025-06-01,06:12:18,Mercado Akimi,205.91,alimentação,cartão crédito
7514,2025-09-15,20:23:58,Curso Online Paffaro,973.35,educação,boleto
7515,2024-11-06,11:37:49,Loja de Jogos Paffaro,406.55,lazer,cartão débito
7516,2025-04-19,08:51:02,Empresa de Ônibus Paffaro,98.59,transporte,pix
7517,2025-10-03,02:18:08,Faculdade Gonçalves,3753.91,educação,boleto
7518,2025-02-20,07:00:24,Consultório Médico Paffaro,328.23,saúde,boleto
7519,2025-01-30,06:08:33,Loja de Departamentos Iamato,268.57,outros,cartão débito
7520,2025-08-09,16:30:40,Aluguel Iamato,3035.02,casa,pix
7521,2024-11-05,13:44:16,Cinema Gonçalves,38.68,lazer,cartão crédito
7522,2025-05-21,05:56:44,Curso Online Paffaro,143.28,educação,pix
7523,2025-03-18,05:12:19,Companhia Telefônica Akimi,195.83,comunicação,cartão crédito
7524,2025-04-05,02:18:54,Academia Akimi,198.03,despesas pessoais,boleto
7525,2024-11-27,07:44:58,Cinema Paffaro,78.08,lazer,boleto
7526,2024-12-15,18:43:10,Laboratório Akimi,616.66,saúde,cartão débito
7527,2025-04-09,09:03:34,Impostos Akimi,1715.94,outros,cartão débito
7528,2025-04-19,08:37:05,Hortifruti Akimi,113.43,alimentação,boleto
7529,2024-11-02,06:57:27,Serviços Postais Akimi,17.76,comunicação,boleto
7530,2025-07-21,04:25:56,Eletricista Paffaro,990.63,casa,boleto
7531,2024-11-06,07:59:29,Cafeteria Gonçalves,34.82,alimentação,cartão crédito
7532,2025-07-29,23:53:37,Hospital Iamato,700.34,saúde,cartão crédito
7533,2025-03-30,12:56:38,Laboratório Gonçalves,339.07,saúde,pix
7534,2025-04-12,03:59:36,Cinema Gonçalves,51.86,lazer,cartão débito
7535,2025-04-13,23:28:02,Loja de Departamentos Gonçalves,468.29,outros,pix
7536,2025-08-22,20:49:51,Clínica Odontológica Paffaro,1431.06,saúde,boleto
7537,2024-10-24,17:27:45,Recarga de Celular Gonçalves,34.49,comunicação,pix
7538,2025-07-13,03:27:08,Consultório Médico Paffaro,370.91,saúde,cartão débito
7539,2024-11-03,07:11:42,Padaria Iamato,11.5,alimentação,cartão crédito
7540,2025-05-23,10:48:45,Doceria Gonçalves,15.88,alimentação,cartão débito
7541,2025-06-14,07:48:45,Serviços Postais Paffaro,34.99,comunicação,cartão crédito
